FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDate,Creator,EditDate,Editor,SHAPE_Length,SHAPE_Area
6439,10001297,CAMP RIVERBEND YOUTH TRANSITIONAL FACILITY,58231 OREGON HWY 244,LA GRANDE,OR,97850,7240,(541) 663-8801,STATE,OPEN,30,UNION,41061,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.oregon.gov/oya/pages/pso/prea.aspx, http://www.oregon.gov/oya/Pages/facility_services.aspx",2016/07/28 00:00:00+00,IMAGERY/OTHER,2020/01/24 00:00:00+00,http://www.oregon.gov/oya/Pages/facility_services.aspx,JUVENILE,50,0.00626322317502,{BC0E5DB7-4A1C-46ED-975B-980F941FAF6B},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,834.008605566468,1.92723586408e-06
6440,10005743,YOUNGS BAY YOUTH DETENTION CENTER,1250 SOUTHEAST 19TH STREET,WARRENTON,OR,97146,-999,NOT AVAILABLE,STATE,CLOSED,0,CLATSOP,41007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dailyastorian.com/article/20151104/ARTICLE/151109912,2015/11/06 00:00:00+00,IMAGERY/OTHER,2020/01/24 00:00:00+00,http://courts.oregon.gov/Clatsop/Services/pages/juv_court_services.aspx,JUVENILE,-999,0.00382896643344,{DD80B6F1-03B2-4C2C-91C1-2DF35E4CB8FC},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,500.495451186024,4.88305922589e-07
6441,10005136,CORVALLIS HOUSE YOUNG WOMEN'S TRANSITION PROGRAM,330 NW 9TH ST,CORVALLIS,OR,97330,-999,NOT AVAILABLE,STATE,CLOSED,0,BENTON,41003,USA,922140,CORRECTIONAL INSTITUTIONS,http://democratherald.com/news/local/crime-and-courts/oak-creek-transition-residence-opens/article_8cf150af-fda8-5702-a61d-2f5a123e2da2.html,2016/02/09 00:00:00+00,IMAGERY/OTHER,2020/01/24 00:00:00+00,NOT AVAILABLE,JUVENILE,-999,0.000912197385816,{2196F912-19F4-4F56-943F-0F8F936B30BC},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,118.943374539217,5.06663971391e-08
6442,10005749,OAK CREEK YOUTH CORRECTIONAL FACILITY,4400 LOCHNER ROAD SOUTHEAST,ALBANY,OR,97322,-999,(541) 791-5900,STATE,OPEN,61,LINN,41043,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.oregon.gov/oya/pages/pso/prea.aspx,2015/04/23 00:00:00+00,IMAGERY/OTHER,2020/01/24 00:00:00+00,http://www.oregon.gov/oya/Pages/facility_services.aspx,JUVENILE,75,0.00648490522918,{5BD8CD34-7EA7-4C57-809B-D3F68329F1F2},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,860.013660366978,1.65333255104e-06
6443,10006687,BENTON COUNTY JUVENILE DETENTION CENTER,1301 SW MELISSA DR,BENTONVILLE,AR,72712,-999,(479) 271-1713,COUNTY,OPEN,-999,BENTON,05007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.benton.ar.us/BCHome.aspx?info=Agency/Info/JDCInfo.html&page=Agency/JDC/Default.aspx,2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,https://bentoncountyar.gov/juvenile-detention-center/,JUVENILE,-999,0.00277226879745,{768880E1-48F9-4B64-8A10-A0D1EFCA4FFB},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,354.692642334789,3.9877453249e-07
6444,10006639,OREGON STATE HOSPITAL - SALEM,2600 CENTER STREET NE,SALEM,OR,97301,-999,(503) 945-2800,STATE,OPEN,-999,MARION,41047,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.oregon.gov/OHA/OSH/Pages/About.aspx,2018/01/04 00:00:00+00,IMAGERY/OTHER,2020/01/24 00:00:00+00,http://www.oregon.gov/oha/OSH/Pages/index.aspx,NOT AVAILABLE,620,0.0162004228377,{048CA0CF-BDDC-4353-8112-3C91BBBC4F7D},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2067.28547328281,8.11531400088e-06
6445,10006640,OREGON STATE HOSPITAL - JUNCTION CITY,29398 RECOVERY WAY,JUNCTION CITY,OR,97448,-999,(541) 465-2554,STATE,OPEN,-999,LANE,41037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.oregon.gov/OHA/OSH/Pages/About.aspx,2018/01/04 00:00:00+00,IMAGERY/OTHER,2020/01/24 00:00:00+00,http://www.oregon.gov/oha/OSH/Pages/index.aspx,NOT AVAILABLE,174,0.00871757599541,{57AA0D97-8161-44A5-A5B3-3C2B7BF264DC},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1143.78554805225,3.38754274335e-06
6446,10000709,SCI ALBION,10745 STATE RT 18,ALBION,PA,16475,0001,(814) 756-5778,STATE,OPEN,2287,ERIE,42049,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx, https://www.facebook.com/pages/Schuylkill-County-Prison/150803938280202",2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,CLOSE,2152,0.0200799434404,{F161FD44-37B5-44BB-A018-9D77DF72CA75},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2564.62778634919,2.59566895333e-05
6447,10006363,SCI BENNER TOWNSHIP,301 INSTITUTION DRIVE,BELLEFONTE,PA,16823,-999,(814) 353-3630,STATE,OPEN,2111,CENTRE,42027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,1900,0.0172737712485,{D71F66FC-8466-4D5D-915D-7EEAE5E49DCB},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2173.35695459564,1.96976254634e-05
6448,10003117,SCI CHESTER,500 EAST FOURTH ST,CHESTER,PA,19013,-999,(610) 490-5412,STATE,OPEN,1271,DELAWARE,42045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,1178,0.00873366186254,{7C09FA05-4C87-490F-BC64-AEFA0AFC2156},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1103.81244773499,4.03664196809e-06
6449,10003048,SCI CAMBRIDGE SPRINGS,451 FULLERTON AVE,CAMBRIDGE SPRINGS,PA,16403,1238,(814) 398-5400,STATE,OPEN,1211,CRAWFORD,42039,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MINIMUM,1018,0.0151749137485,{3FE754E0-F682-4B12-B33E-C468E0ACAD81},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1956.91208838075,1.09660131114e-05
6450,10000733,SCI CAMP HILL,2500 LISBURN RD.,CAMP HILL,PA,17001,-999,(717) 737-4531,STATE,OPEN,3484,CUMBERLAND,42041,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,NOT AVAILABLE,3272,0.0218626251228,{BC0B2BE9-110B-42F0-A56E-D28190F95707},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2705.45278865618,2.41944997396e-05
6451,10003109,SCI FAYETTE,50 OVERLOOK DR,LABELLE,PA,15450,-999,(724) 364-2200,STATE,OPEN,2195,FAYETTE,42051,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1826,0.0198698103154,{979D5357-C2C3-4C4A-BE1E-B794FCED86CA},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2490.28443104231,2.25681775098e-05
6452,10000718,SCI DALLAS,1000 FOLLIES RD,DALLAS,PA,18612,0286,(570) 675-1101,STATE,OPEN,2155,LUZERNE,42079,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,1941,0.0144643480284,{90917B83-69CA-485E-B17A-4A2635D8422C},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1871.87899756298,1.43386062089e-05
6453,10003064,SCI COAL TOWNSHIP,1 KELLEY DR,COAL TOWNSHIP,PA,17866,1020,(570) 644-7890,STATE,OPEN,2320,NORTHUMBERLAND,42097,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,2153,0.0200607908385,{B94460E6-60EC-43DC-99A3-A0CF32D44C94},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2464.12049727089,2.12559522761e-05
6454,10006469,CLARK COUNTY JAIL,406 SOUTH 5TH STREET,ARKADELPHIA,AR,71923,-999,(870) 246-2222,COUNTY,OPEN,-999,CLARK,05019,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.arsheriffs.org/sheriff-directory-and-quadrant-map/clark-county-sheriff/,2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,45,0.00153908570928,{21669E69-4842-4ED0-B0D1-445B3F0892D7},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,183.105422539997,1.09845378444e-07
6455,10006425,CLEBURNE COUNTY DETENTION CENTER,914 SOUTH 9TH STREET,HEBER SPRINGS,AR,72543,-999,(501) 362-2596,COUNTY,OPEN,-999,CLEBURNE,05023,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cleburneso.org/detention-center,2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,https://www.cleburneso.org/detention-center,NOT AVAILABLE,90,0.00245739478703,{39793534-9F78-47FB-9CC8-C3532FC182EC},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,299.353821488067,3.02724702119e-07
6456,10000721,SCI HOUTZDALE,209 INSTITUTION DR,HOUTZDALE,PA,16698,1000,(814) 378-1000,STATE,OPEN,2568,CLEARFIELD,42033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,2365,0.0214255692331,{E3A86B2C-571C-4F3A-AFCD-AC33AA03D815},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2611.73675241656,2.59415406294e-05
6457,10003052,SCI FOREST,286 WOODLAND DR,MARIENVILLE,PA,16239,-999,(814) 621-2110,STATE,OPEN,2392,FOREST,42053,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1961,0.0190376276411,{FED93C7E-2B90-4E3A-A205-2D443453D194},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2419.02164967415,2.29694100541e-05
6458,10000728,SCI HUNTINGDON,1100 PIKE ST,HUNTINGDON,PA,16654,1112,(814) 643-2400,STATE,OPEN,2208,HUNTINGDON,42061,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1804,0.0148924577654,{D43BCF41-6541-4B1E-B709-36C101FABD06},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1883.8248564321,8.59158346003e-06
6459,10003074,SCI FRACKVILLE,1111 ALTAMONT BLVD,FRACKVILLE,PA,17931,2699,(570) 874-4516,STATE,OPEN,1229,SCHUYLKILL,42107,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1125,0.0144891041067,{E8E9EF12-7310-4F94-83DC-97C53743E2E4},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1834.71444471569,1.01047407645e-05
6460,10003056,SCI MERCER,801 BUTLER PIKE,MERCER,PA,16137,-999,(724) 662-1837,STATE,OPEN,1480,MERCER,42085,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MINIMUM,1494,0.0145780273434,{2FC8266F-326C-4D8E-8698-01860705CD88},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1913.44038491534,1.19674874583e-05
6461,10003101,SCI GRATERFORD,P.O. BOX 244,GRATERFORD,PA,19426,0246,(610) 489-4151,STATE,CLOSED,3020,MONTGOMERY,42091,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cor.pa.gov/Facilities/StatePrisons/Pages/MOVE---Graterford-to-Phoenix-2018.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,3361,0.0190544480254,{33FEF1C8-5084-44B0-A562-4BF0346830E4},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2411.57424154938,2.6945408142e-05
6462,10003107,SCI LAUREL HIGHLANDS,5706 GLADES PIKE,SOMERSET,PA,15501,-999,(814) 445-6501,STATE,OPEN,1576,SOMERSET,42111,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,1571,0.0198937564517,{EBA0AB58-7536-468A-A3E7-0F44649D3EEC},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2504.40523233132,1.94503983696e-05
6463,10006258,JOHNSON COUNTY DETENTION CENTER,301 PORTER INDUSTRIAL ROAD,CLARKSVILLE,AR,72830,-999,(479) 754-2200,COUNTY,OPEN,79,JOHNSON,05071,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.johnsoncosheriff.com/roster_choose.php, https://www.johnsoncosheriff.com/",2018/01/29 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,https://www.johnsoncosheriff.com/page.php?id=4,NOT AVAILABLE,105,0.00437926188006,{AD4D5231-66DD-44FB-8A36-2DFBFEB11C27},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,544.639060742098,5.51266246203e-07
6464,10003054,SCI MUNCY,6454 STATE HIGHWAY 405,MUNCY,PA,17756,-999,(570) 546-3171,STATE,OPEN,1381,LYCOMING,42081,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MAXIMUM,1410,0.0191247771503,{7850EC7C-1CBF-4E87-A99C-442C73A026A8},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2412.3097120465,1.7608771275e-05
6465,10000719,SCI RETREAT,660 STATE ROUTE 11,HUNLOCK CREEK,PA,18621,-999,(570) 735-8754,STATE,OPEN,1123,LUZERNE,42079,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,1104,0.0147310230759,{7475CB30-217D-4857-90EE-03646DE04B8A},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,1865.49155633344,7.41899929517e-06
6466,10002788,HILL COUNTY JAIL,406 HALL ST,HILLSBORO,TX,76645,-999,(254) 582-5313,COUNTY,OPEN,137,HILL,48217,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.co.hill.tx.us/default.aspx?Hill_County/Sheriff",2018/03/01 00:00:00+00,IMAGERY/OTHER,2020/02/20 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,203,0.00384618114518,{A84389CE-D042-49D9-8A23-58C58DE512C7},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,464.157825552905,7.02461088058e-07
6467,10003062,SCI ROCKVIEW,1 ROCKVIEW PLACE,BELLEFONTE,PA,16823,-999,(814) 355-4874,STATE,OPEN,2416,CENTRE,42027,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cor.pa.gov/About%20Us/Statistics/Pages/Monthly-Population-Reports.aspx,2017/11/30 00:00:00+00,IMAGERY/OTHER,2020/01/30 00:00:00+00,http://www.cor.pa.gov/Facilities/StatePrisons/Pages/default.aspx#.VmGvurgrJaT,MEDIUM,2283,0.0171263983238,{6B4FEA74-7F2D-455A-9E31-C732CE71DD4E},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2159.39074931918,1.40040402295e-05
6468,10003620,COLUMBIA COUNTY DETENTION CENTER,82 COLUMBIA ROAD 300,MAGNOLIA,AR,71753,-999,(870) 234-5331,COUNTY,OPEN,54,COLUMBIA,05027,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.columbiacountysheriffar.org/roster_choose.php, https://www.columbiacountysheriffar.org/",2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,https://www.columbiacountysheriffar.org/,NOT AVAILABLE,90,0.00561648781246,{3DDD6B43-1DB0-4D43-85C5-EA2288817C03},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,694.548610400499,1.80590472541e-06
6469,10000068,CRAIGHEAD COUNTY DETENTION CENTER,901 WILLETT RD,JONESBORO,AR,72401,-999,(870) 933-4556,COUNTY,OPEN,295,CRAIGHEAD,05031,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.craigheadso.org/,2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,http://www.craigheadso.org/,NOT AVAILABLE,422,0.00790854743821,{41FD4313-1678-4F08-B0BD-C170DBE696F3},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,972.074195852115,4.18155856489e-06
6470,10006424,CONWAY COUNTY DETENTION FACILITY,30 SOUTHERN VALLEY DRIVE,MORRILTON,AR,72110,-999,(501) 354-2411,COUNTY,OPEN,-999,CONWAY,05029,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.arsheriffs.org/directory,2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,http://conwaycountysheriff.org/index.html,NOT AVAILABLE,54,0.00422990178218,{FE4DF89B-4A5E-440E-8B4D-E85FED8452DA},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,510.645260140168,6.55774846323e-07
6471,10001492,LOYSVILLE YOUTH DEVELOPMENT CENTER,10 OPPORTUNITY DR,LOYSVILLE,PA,17047,9754,NOT AVAILABLE,STATE,OPEN,96,PERRY,42099,USA,922140,CORRECTIONAL INSTITUTIONS,http://pafamiliesinc.org/resources/view/loysville-youth-development-center,2015/07/08 00:00:00+00,IMAGERY/OTHER,2020/01/29 00:00:00+00,NOT AVAILABLE,JUVENILE,108,0.0162210225164,{1BBF6A79-080B-4F85-A720-A80EEA58FB5F},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,2020.6869050576,9.48796176377e-06
6472,10006423,CRAWFORD COUNTY DETENTION CENTER,4235 ALMA HIGHWAY,VAN BUREN,AR,72956,-999,(479) 474-2261,COUNTY,OPEN,-999,CRAWFORD,05033,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.crawfordcountysheriff.org/index.asp,2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,http://www.crawfordcountysheriff.org/index.asp,NOT AVAILABLE,88,0.00370075807075,{5E3E269B-12D6-4C20-9F18-37513D8AB4FE},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,455.726594811397,7.61163219747e-07
6473,10006422,CRITTENDEN COUNTY DETENTION CENTER,350 AFCO ROAD,WEST MEMPHIS,AR,72301,-999,(870) 702-2010,COUNTY,OPEN,183,CRITTENDEN,05035,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.crittcoso.com/,2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,http://www.crittcoso.com/contact-us/,NOT AVAILABLE,350,0.00447683423517,{B5EAA13C-EB4F-4CF7-8CC1-52DC674638AF},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,533.030689693542,1.18490298191e-06
6474,10005227,NORTH CENTRAL SECURE TREATMENT UNIT,36 KIRKBRIDE DRIVE,DANVILLE,PA,17821,8608,(570) 271-4751,STATE,OPEN,87,MONTOUR,42093,USA,922140,CORRECTIONAL INSTITUTIONS,"http://dhs.pa.gov/citizens/juvenilejstcsrvcs/prea/, http://dhs.pa.gov/citizens/juvenilejstcsrvcs/centercamp/",2016/07/20 00:00:00+00,IMAGERY/OTHER,2020/01/29 00:00:00+00,http://dhs.pa.gov/citizens/juvenilejstcsrvcs/centercamp/,JUVENILE,115,0.00656005375454,{2CA41A2C-2A52-4E82-A128-7B9B1E481140},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,831.737667307526,1.80809447602e-06
6475,10001905,FAULKNER COUNTY DETENTION CENTER UNIT I,801 LOCUST ST,CONWAY,AR,72032,-999,(501) 450-4995,COUNTY,OPEN,-999,FAULKNER,05045,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.fcso.ar.gov/,2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,http://www.fcso.ar.gov/,NOT AVAILABLE,-999,0.0015073054306,{32F6FFE1-6101-4520-A5E3-8593FD41333D},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,178.343307959854,1.3799130994e-07
6476,10006471,FAULKNER COUNTY DETENTION FACILITY UNIT II,500 S GERMAN LN,CONWAY,AR,72032,-999,(501) 328-4160,COUNTY,OPEN,-999,FAULKNER,05045,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.facebook.com/pages/Faulkner-County-Detention-Center-Unit-2/167300586632350,2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,http://www.fcso.ar.gov/,NOT AVAILABLE,-999,0.00438070653096,{49F8676D-8B7D-4CAC-B3DA-E304D6C29646},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,527.148190524893,7.18729750723e-07
6477,10006417,GARLAND COUNTY DETENTION CENTER,3564 ALBERT PIKE ROAD,HOT SPRINGS,AR,71913,-999,(501) 760-4820,COUNTY,OPEN,293,GARLAND,05051,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.garlandcounty.org/DocumentCenter/View/3361/Visitor-Information-Sheet----In-Person-Visitation?bidId=,2018/01/26 00:00:00+00,IMAGERY/OTHER,2019/11/11 00:00:00+00,http://garlandcounty.org/187/Sheriffs-Office,NOT AVAILABLE,-999,0.00543814273221,{85B6907C-1E98-496B-A007-715406CC5AE6},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,669.047026657701,1.42945973923e-06
6478,10005374,LAPD DEVONSHIRE AREA JAIL,10250 ETIWANDA AVENUE,NORTHRIDGE,CA,91325,-999,(818) 832-0969,LOCAL,CLOSED,0,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.lapdonline.org/contact_us/content_basic_view/9672#11g,2016/02/15 00:00:00+00,IMAGERY/OTHER,2019/11/25 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00182007199999,{6DB88D7A-8E5E-4AF5-8975-69CB7A65A0D6},2022/01/07 15:27:25+00,HostedByHIFLD,2022/01/07 15:27:25+00,HostedByHIFLD,224.580599997193,1.92557898558e-07
